Sr No,Test Name,Test ID,Test Code,Dictionary ID,Profile,Test Amount,Cost Of Test,Outsource Amount,Minimum Selling Price,Revenue Cap,Test Type,Outsource Center,Sample Type,Test Category,Department Name,Accreditation,Integration Code,Short Text,CAP Test,Target TAT (HH:MM),Verification Status,Test Description
952,Pap Smear (Liquid Based Prepataion),5163098,PAP SMEAR (LIQUID BASED PREPATAION),-,No,1000,0.00,0,0.00,0.00,Radiology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
953,CRYPTOCOCCUS ANTIGEN,5163097,Cryptococcal antigen,-,No,2100,0.00,2100,0.00,0.00,Pathology,CRL DIAGNOSTICS,Serum,Outsource,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
954,Liver-Kidney Microsome (LKM) - 1,5163096,Anti LKM Antibody,-,No,2000.0,0.00,2000.0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
955,Anti smooth muscle antibody (ASMA),5163095,Anti smooth muscle antibody,-,No,1850.0,0.00,1850.0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
956,24 Hrs Urinary Uric Acid,5163094,24 HRS URINARY URIC ACID,-,No,450,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
957,CALCIUM-URINE 24 HRS,5163093,24 HRS URINARY CALCIUM,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
958,Dengue Ns1 Antigen (Elisa),5163091,Dengue Ns1 Antigen (card Test),-,No,1200.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
959,HERPES SIMPLEX VIRUS DNA PCR*,5163090,Herpes Simplex Virus Type 1 & 2 Qualitative PCR,-,No,4000,0.00,4000,0.00,0.00,Pathology,SELF,CSF,Outsource,Immunology,Not enable,-,-,NO,-,Not Verified,
960,HIV RNA QUALITATIVE PCR,5163088,HIV RNA QUALITATIVE PCR,-,No,3000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
961,Egrf,5163086,EGRF,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
962,Anti Sperm Antibodies Total (Asab),5163085,ANTI SPERM ANTIBODIES TOTAL (ASAB),-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
963,Stone Analysis,5163084,Stone Analysis,-,No,1600,0.00,0,0.00,0.00,Pathology,SELF,Any Specimen,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
964,Fungal Stain,5163083,Fungal Stain,-,No,400,0.00,0,0.00,0.00,Pathology,SELF,Any Specimen,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
965,"TB PLATINUM INTERFERON GAMMA RELEASE ASSAY,BLOOD*",5163081,TB Platinum,-,No,3000,0.00,0,0.00,0.00,Pathology,SELF,Blood,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
966,"URINE REDUCING SUBSTANCES (Dipstick,Benedict's test)",5163080,Reducing Sugar ,-,No,498,0.00,498,0.00,0.00,Pathology,SELF,Urine,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
967,Aldosterone,5163079,ALDOSTERONE,-,No,2400,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
968,Metanephrines Free,5163077,Serum Free metanephrin,-,No,3200,0.00,3200,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
969,Urine ,5163076,Urine Protein,-,No,400,0.00,0,0.00,0.00,Pathology,SELF,Urine,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
970,Parvo Virus B19 Dna Pcr,5163075,PARVO VIRUS B19 DNA PCR,-,No,6000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
971,Urine Potassium,5163073,Urine potasium,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,E,Pathology,Not enable,-,-,NO,-,Not Verified,
972,Ki 67,5163072,Ki 67,-,No,2500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
973,Culture Ot,5163071,Culture OT,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
974,Serum Acetone,5163070,Serum Acetone,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
975,Tibc (Total Iron Binding Capacity (Tibc)),5163069,TIBC (TOTAL IRON BINDING CAPACITY (TIBC)),-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
976,24 HOUR URINE PROTEIN CREATININE RATIO*,5163065,"PROTEIN/ CREATININE RATIO, Random Urine SBI117",-,No,500,0.00,500,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,PCR,NO,-,Not Verified,
977,Wbc Count,5163064,WBC COUNT,-,No,300,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
978,17-Oh-Progesteron,5163063,17-OH-PROGESTERON,-,No,1600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
979,"HEPATITIS B VIRUS - VIRAL LOAD, QUANTITATIVE",5163062,Hepatis B Viral Load By PCR,-,No,5500,0.00,5500,0.00,0.00,Pathology,SELF,EDTA Plasma,Outsource,Molecular Biology,Not enable,-,-,NO,-,Not Verified,
980,Culture Sensitivity-(No Growth),5163061,@,-,No,600,0.00,0,0.00,0.00,Radiology,SELF,Serum,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,URINE SAMPLE (STERILE CONTAINER)
981,Procalcitonin,5163060,Procalcitonin,-,No,2800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
982,Peripheral Blood Smear Examination,5163059,Peripheral blood smear examination,-,No,400,0.00,250,0.00,0.00,Pathology,SELF,EDTA WB,Haematology,Pathology,Not enable,-,-,NO,-,Not Verified,
983,Culture Sensitiviy-Body Fluid (No Growth),5163056,@,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,URINE SAMPLE (STERILE CONTAINER)
984,Urine For Sugar,5163052,Urine for Sugar,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Urine,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
985,Er Pr Her2,5163051,ER PR Her2,-,No,5500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
986,"Insulin - Like Growth Factor (igf-i), Somatomedin",5163047,IGF 1,-,No,2500,0.00,2500,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
987,"CHROMOSOME ANALYSIS, PRODUCTS  OF CONCEPTION(POC) BY NGS",5163045,CHROMOSOMAL STUDY - BLOOD,-,No,7250,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
988,Culture Sensitivity-Stool (No-Growth),5163044,$,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Stool,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,URINE SAMPLE (STERILE CONTAINER)
989,Anti Hepatitis B Surface Antigen (Hbsag) Total,5163043,HEPATITIS B SURFACE ANTIGEN (HBsAg) TOTAL,-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
990,Cultue Sensitivity-Semen (No-Growth),5163042,$,-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,SEMEN SAMPLE (STERILE CONTAINER)
991,Insulin Level ( Post Prandial/Post Glucose),5163041,INSULIN LEVEL ( POST PRANDIAL /Post Glucose),-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
992,Ascitic Fluid Examination,5163040,ASCITIC FLUID EXAMINATION,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Cytology,Pathology,Not enable,-,-,NO,-,Not Verified,
993,Cervical Smear ,5163039,CERVICAL SMEAR ,-,No,750,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
994,Capd Fluid Examintion,5163038,CAPD FLUID EXAMINTION,-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Cytology,Pathology,Not enable,-,-,NO,-,Not Verified,
995,24 Hrs. Urine Metanephrine,5163035,24 Hrs. Urine Metanephrine,-,No,3000,0.00,0,0.00,0.00,Pathology,SELF,Urine,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
996,TOTAL CHOLESTEROL (URINE),5163034,CHOLE URINE,-,No,300,0.00,300,0.00,0.00,Pathology,SELF,Urine,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
997,Vitamin B6*,5163033,VITAMIN B6,-,No,5000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
998,Urine For Haemoglobinuria,5163032,URINE FOR HAEMOGLOBINURIA,-,No,500,0.00,0,0.00,0.00,Pathology,SELF,Urine,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
999,DESMOLGLEIN 1 & 3 ANTIBODY,5163031,DESMOLGLEIN 1 & 3 ANTIBODY,-,No,5500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Special Biochemistry,Not enable,-,-,NO,-,Not Verified,
1000,Afb Staining (Zeil Nielson Stain) 3 Days Samples,5163030,,-,No,600,0.00,0,0.00,0.00,Radiology,SELF,Any Specimen,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
1001,Rota Virus Antigen Detection (Stool),5163028,ROTA VIRUS ANTIGEN DETECTION (STOOL),-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,Stool,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
1002,PHENYTOIN LEVEL,5163027,"PHENYTOIN LEVEL (Eptoin, Dilantin)",-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1003,Molecular Karyotyping,5163026,Molecular Karyotyping,-,No,4000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1004,Leptospira Antibody Igg,5163025,LEPTOSPIRA ANTIBODY IgG,-,No,3000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
1005,Leptospira Antibody Igg & Igm,5163024,LEPTOSPIRA ANTIBODY IgG & IgM,-,No,3800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
1006,Genexpert MTB/RIF,5163023,Gene Expert Plus,-,No,2850,0.00,0,0.00,0.00,Pathology,SELF,Any Specimen,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
1007,Anti Diuretic Hormone (Adh) / Vasopressin,5163022,Anti Diuretic Hormone (ADH) / Vasopressin,-,No,5850,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
1008,"HEPATITIS B VIRUS - VIRAL LOAD, QUANTITATIVE*",5163021,5656,-,No,5500.0,0.00,5500.0,0.00,0.00,Pathology,SELF,EDTA Plasma,-,Molecular Biology,Not enable,-,-,NO,-,Not Verified,
1009,Filaria Antibody,5163020,Filaria Antibody,-,No,1600,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
1010,Elisa- Dengue Igm Antibody,5163019,ELISA- Dengue IgM Antibody,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
1011,Filaria Antigen,5163018,,-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
1012,Leptospira Detection By Dark Field Microscopy,5163014,Leptospira Detection by dark field microscopy,-,No,2000,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
1013,"DENGUE DUO RAPID CARD (NS1,IgG,IgM)*",5163013,Dengue IgG ,-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
1014,Anti Ssb (La) Igg (Elisa),5163012,ANTI SSB (LA) IGG (ELISA),-,No,4000,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
1015,Sputum For Zn Stain,5163011,spu,-,No,300,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
1016,Semen Analysis,5163009,SEMEN ANALYSIS ,-,No,450,0.00,440,0.00,0.00,Pathology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
1017,Ihc On Tissue Block,5163008,IHC On tissue Block,-,No,3000,0.00,0,0.00,0.00,Radiology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1018,Anti Ssa (Ro) Igg (Elisa),5163007,ANTI SSA (RO) IGG (ELISA),-,No,4000,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
1019,Tb Rt Pcr On Tissue Block,5163006,TB RT PCR on tissue Block,-,No,3000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1020,NT-PRO B NATRIURETIC PEPTIDE (NT-PRO BNP)*,5163002,Pro BNP ,-,No,2850,0.00,2850,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1021,Serum Zinc,5163001,Serum Zinc,-,No,2200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1022,Fluid Cytology,5163000,Fluid cytology,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Cytology,Pathology,Not enable,-,-,NO,-,Not Verified,
1023,Fnac Reporting,5162998,FNAC reporting ,-,No,600,0.00,0,0.00,0.00,Radiology,SELF,BODY FLUID,Cytology,Cytology,Not enable,-,-,NO,-,Not Verified,
1024,Torch Igm ,5162997,TORCH IgM ,-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Immunology,Not enable,-,-,NO,-,Not Verified,
1025,Lymph Node Biopsy,5162996,Lymph node biopsy - small,-,No,2000,0.00,0,0.00,0.00,Radiology,SELF,Serum,Histopathology,Histopathology,Not enable,-,-,NO,-,Not Verified,
1026,Apo B/Apo A1 Ratio,5162995,Apo B/Apo A1 ratio,-,No,2000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1027,Karyotyping,5162986,Karyotyping,-,No,3000,0.00,3000,0.00,0.00,Pathology,SELF,Blood,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1028,Bile Acid,5162981,Bile acid,-,No,2600,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
1029,Hepatitis B Surface Antibody Total,5162980,Hepatitis B surface Antibody total,-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1030,Vitamin C,5162972,Vitamin C,-,No,4600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1031,Anti Ds Dna - Ifa With Titre,5162971,Anti ds DNA - IFA with titre,-,No,2700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1032,Anti Musk Antibody (Myasthenia Gravis),5162970,Anti MuSK antibody (Myasthenia gravis),-,No,8000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1033,KOH PREPRATION (KOH MOUNT),5162969,FUNGUS ROUTINE (KOH MOUNT),-,No,500,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
1034,"FECAL CALPROTECTIN, STOOL",5162968,Calprotectin - stool,-,No,4000.0,0.00,4000.0,0.00,0.00,Pathology,SELF,Stool,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
1035,Sputum Analysis,5162967,Sputum Analysis,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
1036,Culture Icu,5162966,Culture ICU,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Swab,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
1037,Jak2 (V617F) Mutation Analysis - Pcr,5162963,Jak2 (V617F) Mutation Analysis - PCR,-,No,6500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1038,Anti Nuclear Antibodies (Ana)*,5162958,ANTI NUCLEAR ANTIBODIES (ANA),-,No,2000,0.00,2000,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1039,Allergy Panel - Food Vegetarian And Nonvegetarian Panel,5162957,Allergy Panel - Food Vegetarian and Nonvegetarian Panel,-,No,5000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1040,"Allergy Panel - Food Vegetarians (Cow Milk, Lemon, Pineapple, Peanut, Potato, Wheat, Rice,Soyabean, Lentils, Tomato, Olive, Total Ige)",5162956,"Allergy Panel - Food Vegetarians (Cow Milk, Lemon, Pineapple, Peanut, Potato, Wheat, Rice,Soyabean, ",-,No,4500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1041,"Allergen, Individual - Single Food",5162955,"Allergen, Individual - single food",-,No,4200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1042,Absolute Eosinophil Count ( Aec ),5162953,ABSOLUTE EOSINOPHIL COUNT ( AEC ),-,No,300,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
1043,Gram Stain Report,5162952,GRAM STAIN REPORT,-,No,300,0.00,0,0.00,0.00,Radiology,SELF,Serum,Routine (Pathology),Microbiology,Not enable,-,-,NO,-,Not Verified,Cerebrospinal fluid (CSF) and Eye samples will be processed and reported within 2 Hours after reaching the Laboratory. 
1044,Urine Fat Globules,5162951,Urine Fat Globules,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Pathology,Pathology,Not enable,-,-,NO,-,Not Verified,
1045,24 Hrs Urinary Albumin,5162950,24 HRS URINARY ALBUMIN,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
1046,Interferon Gamma release assay,5162949,Interferon Gamma release assay,-,No,3000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
1047,VITAMIN D 25-HYDROXY*,5162948,VITAMIN D CEP,-,No,1350,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Immunology,Not enable,-,VITAMIN D CEP,NO,-,Not Verified,PLAIN TUBE (RANDOM SAMPLE)
1048,SGPT,5162945,SGPT,-,No,100,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
1049,SPOT PROTEIN/CREATININE RATIO ,5162944,24 HRS URINE CALCIUM to CREATININE RATIO,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,-,Pathology,Not enable,-,-,NO,-,Not Verified,
1050,ANTI HEPATITIS E VIRUS-lgM,5162943,ANTI HEPATITIS E VIRUS-lgM,-,No,1600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
1051, CALCIUM random URINE,5162942, CALCIUM random URINE,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
1052,Slit Skin Smear,5162941,Slit skin smear,-,No,600,0.00,0,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Microbiology,Not enable,-,-,NO,-,Not Verified,
1053,Insulin Level ( Fasting),5162939,INSULIN LEVEL ( FASTING & POST PRANDIAL ),-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
1054,Glucose Challenge Test (After 75 Gms Of Glucose),5162938,Glucose Challenge Test (PG 1 hr After 50 gms of Glucose),-,No,100,0.00,100,0.00,0.00,Pathology,SELF,Fluoride Plasma,Biochemistry 1,Pathology,Not enable,-,GCT,NO,-,Not Verified,
1055,Globulin,5162937,Globulin,-,No,300,0.00,0,0.00,0.00,Pathology,SELF,Serum,Biochemistry,Pathology,Not enable,-,-,NO,-,Not Verified,
1056,Genexpert MTB/RIF,5162936,Gene Expert Plus (Sputum/BAL) ,-,No,2850,0.00,2850,0.00,0.00,Pathology,SELF,Any Specimen,Outsource,Microbiology,Not enable,-,-,NO,-,Not Verified,
1057,FNAC WITH PROCEDURE,5162935,CY002,-,No,1000,0.00,0,0.00,0.00,Pathology,SELF,BODY FLUID,Cytology,Cytology,Not enable,-,FNAC WP,NO,-,Not Verified,
1058,Fibrinogen Degradation Product ( Fdp ),5162934,FIBRINOGEN DEGRADATION PRODUCT ( FDP ),-,No,2200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Special (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
1059,Dengue Igg & Igm Antibody And Ns1 Antigen (Card Test),5162933,Dengue IgG & IgM Antibody and Ns1 Antigen (card Test),-,No,700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
1060,Chromosomal Analysis Report,5162932,CHROMOSOMAL ANALYSIS REPORT,-,No,3000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1061,UREA - SERUM *,5162931,UREA CEP,-,No,200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Clinical Biochemistry,Pathology,Not enable,-,UREA CEP,NO,-,Not Verified,
1062,Anti Phospholipid Antibodies (Igg & Igm)*,5162929,ANTI PHOSPHOLIPID ANTIBODIES (IgG & IgM),-,No,1600.0,0.00,0.0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1063,Anti Ds-Dna - With Titre,5162928,ANTI ds-DNA - IFA with titre,-,No,2700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1064,Anti Cardiolipin Antibody - Iga*,5162927,ANTI CARDIOLIPIN ANTIBODY - IgA,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1065,Anti Cardiolipin Antibodies ( Aca ),5162926,ANTI CARDIOLIPIN ANTIBODIES ( ACA ),-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1066,Anti Beta-2-Glycoprotein Antibodies (Igg And Igm),5162925,ANTI BETA-2-GLYCOPROTEIN ANTIBODIES (IgG and IgM),-,No,1800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1067,Afb Staining,5162921,AFB Staining,-,No,300,0.00,300,0.00,0.00,Pathology,SELF,Any Specimen,Routine (Pathology),Microbiology,Not enable,-,-,NO,-,Not Verified,
1068,Weil Felix Test,5162920,WEIL FELIX TEST,-,No,1200,0.00,1200,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
1069,TROPONIN -I (QUANTITATIVE),5162914,TROPONIN I,-,No,1700,0.00,0,0.00,0.00,Pathology,SELF,Serum,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
1070,TRIPLE MARKER-MATERNAL SCREEN*,5162913,TRIPLE MARKER TEST,-,No,2000,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1071,Tissue Transglutaminase - Iga ( Ttga ),5162912,TISSUE TRANSGLUTAMINASE - IgA ( TTGA ),-,No,1500,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1072,MALARIA ANTIGEN (MP ANTIGEN)RAPID CARD,5162909,RAPID MALARIA TEST,-,No,400,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Serology,Pathology,Not enable,-,-,NO,-,Not Verified,
1073,Protein Electrophoresis*,5162908,PROTEIN ELECTROPHORESIS,-,No,800,0.00,800,0.00,0.00,Pathology,SELF,Serum,Outsource,Special Biochemistry,Not enable,-,PROTEIN HPLC,NO,-,Not Verified,
1074,Microfilaria Detection By Pbs,5162903,Microfilaria Detection by PBS,-,No,200,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
1075,Lithium Level*,5162902,LITHIUM LEVEL,-,No,800,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1076,"HLA - B27, PCR",5162895,HLA - B 27 By PCR method,-,No,3200,0.00,0,0.00,0.00,Pathology,SELF,EDTA WB,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
1077,Hiv 1 & 2 RAPID CARD,5162894,HIV 1 & 2 Antibody ,-,No,300,0.00,300,0.00,0.00,Pathology,SELF,Serum,Serology,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
1078,HEPATITIS E VIRUS - IGM (HEV IGM)*,5162892,HEV - IgG ANTIBODY TO HEPATITIS E VIRUS*,-,No,1600,0.00,1600,0.00,0.00,Pathology,SELF,Serum,Routine (Pathology),Pathology,Not enable,-,-,NO,-,Not Verified,
1079,"Hepatitis C (HCV), Rapid Card",5162891,S023,-,No,350,0.00,300,0.00,0.00,Pathology,SELF,Serum,Serology,Immunology/Serology,Not enable,-,-,NO,-,Not Verified,
1080,HEPATITIS CORE ANTIBODY IgM (Anti HBc-IgM)*,5162889,HEPATITIS B VIRUS CORE ANTIBODY ( HBcAb ),-,No,1200,0.00,0,0.00,0.00,Pathology,SELF,Serum,Outsource,Pathology,Not enable,-,-,NO,-,Not Verified,
